sample_rate_hz,case,candidate,periodicity,veto,baseline_high_fraction,candidate_high_fraction,baseline_mean_t,candidate_mean_t,context_probability_median,context_probability_max,finite
96000,breath,simple_veto,0.0772341584226699,0.0,1.0,0.0,1.0,0.2500185332366123,0.7430156428532326,0.8935545999335138,1.0
96000,breath,context_veto,0.0772341584226699,0.0,1.0,0.0,1.0,0.2500130162991806,0.7430156428532326,0.8935545999335138,1.0
96000,long_s,simple_veto,0.06819460711760754,0.0,1.0,0.0,1.0,0.25,0.844775396670933,0.937596425206742,1.0
96000,long_s,context_veto,0.06819460711760754,0.0,1.0,0.0,1.0,0.25,0.844775396670933,0.937596425206742,1.0
96000,steady_vowel,simple_veto,0.9944256198566006,1.0,0.230859375,0.230859375,0.6333712442923078,0.6333712442923078,0.027559978387206543,0.8837830553758357,1.0
96000,steady_vowel,context_veto,0.9944256198566006,1.0,0.230859375,0.230859375,0.6333712442923078,0.6333712442923078,0.027559978387206543,0.8837830553758357,1.0
96000,plosive_low,simple_veto,0.4842606036073593,0.0,1.0,0.09291666666666666,1.0,0.7249600407901363,0.30681422341752396,0.8837826964467714,1.0
96000,plosive_low,context_veto,0.4842606036073593,0.0,1.0,0.04541666666666667,1.0,0.7149697673465797,0.30681422341752396,0.8837826964467714,1.0
96000,startup_bright,simple_veto,0.8164965809277253,1.0,0.7497395833333333,0.7497395833333333,0.7497395833333333,0.7497395833333333,0.42692628805102084,0.883783155938964,1.0
96000,startup_bright,context_veto,0.8164965809277253,1.0,0.7497395833333333,0.7497395833333333,0.7497395833333333,0.7497395833333333,0.42692628805102084,0.883783155938964,1.0
192000,voiced_low,simple_veto,0.9840181045052643,1.0,0.9998263888888889,0.9998263888888889,0.9998263888888889,0.9998263888888889,0.027703506308832188,0.9334714824228708,1.0
192000,voiced_low,context_veto,0.9840181045052643,1.0,0.9998263888888889,0.9998263888888889,0.9998263888888889,0.9998263888888889,0.027703506308832188,0.9334714824228708,1.0
192000,voiced_high,simple_veto,1.0,1.0,0.9998263888888889,0.9998263888888889,0.9998263888888889,0.9998263888888889,0.09042140363057509,0.93347151624385,1.0
192000,voiced_high,context_veto,1.0,1.0,0.9998263888888889,0.9998263888888889,0.9998263888888889,0.9998263888888889,0.09042140363057509,0.93347151624385,1.0
192000,voiced_high_bright,simple_veto,1.0,1.0,0.9998263888888889,0.9998263888888889,0.9998263888888889,0.9998263888888889,0.458595567363584,0.9334715546682719,1.0
192000,voiced_high_bright,context_veto,1.0,1.0,0.9998263888888889,0.9998263888888889,0.9998263888888889,0.9998263888888889,0.458595567363584,0.9334715546682719,1.0
192000,noisy_bright_700,simple_veto,0.7143690558900857,0.7284039048821518,1.0,1.0,1.0,0.7963029286616139,0.4957634478652594,0.9337961789738614,1.0
192000,noisy_bright_700,context_veto,0.7143690558900857,0.7284039048821518,1.0,1.0,1.0,0.7963029286616139,0.4957634478652594,0.9337961789738614,1.0
192000,sibilant,simple_veto,0.08237913110220708,0.0,1.0,0.0,1.0,0.25,0.9098056262177414,0.9435544622665282,1.0
192000,sibilant,context_veto,0.08237913110220708,0.0,1.0,0.0,1.0,0.25,0.9098056262177414,0.9435544622665282,1.0
192000,breath,simple_veto,0.07181915022730975,0.0,1.0,0.0,1.0,0.250054435059596,0.7683741328589588,0.9492583155957172,1.0
192000,breath,context_veto,0.07181915022730975,0.0,1.0,0.0,1.0,0.25002495792215934,0.7683741328589588,0.9492583155957172,1.0
192000,long_s,simple_veto,0.05576223218245897,0.0,1.0,0.0,1.0,0.25,0.862238358794537,0.942969362015792,1.0
192000,long_s,context_veto,0.05576223218245897,0.0,1.0,0.0,1.0,0.25,0.862238358794537,0.942969362015792,1.0
192000,steady_vowel,simple_veto,0.9950282899224044,1.0,0.23013020833333334,0.23013020833333334,0.6310960925490604,0.6310960925490604,0.02915165888078981,0.9334709338503703,1.0
192000,steady_vowel,context_veto,0.9950282899224044,1.0,0.23013020833333334,0.23013020833333334,0.6310960925490604,0.6310960925490604,0.02915165888078981,0.9334709338503703,1.0
192000,plosive_low,simple_veto,0.3923119018317024,0.0,1.0,0.05458333333333333,1.0,0.7013693282294868,0.33889301532095606,0.9334685611498189,1.0
192000,plosive_low,context_veto,0.3923119018317024,0.0,1.0,0.04770833333333333,1.0,0.6931050056106086,0.33889301532095606,0.9334685611498189,1.0
192000,startup_bright,simple_veto,0.909578027526911,1.0,0.7498697916666667,0.7498697916666667,0.7498697916666667,0.7498697916666667,0.45467112080704375,0.9334715682989068,1.0
192000,startup_bright,context_veto,0.909578027526911,1.0,0.7498697916666667,0.7498697916666667,0.7498697916666667,0.7498697916666667,0.45467112080704375,0.9334715682989068,1.0
