label_name,n,false_trigger_rate,mean_max_score
belt,8,0.25,0.6733583760623059
breathy,8,0.125,0.666051834285001
fast_forte,4,0.5,0.7451686026706005
fast_piano,4,0.0,0.6994600850940312
forte,4,0.5,0.7880949367692263
inhaled,1,1.0,0.8736626037207161
spoken,4,0.0,0.658522015700363
straight,4,0.0,0.6621451417544466
vibrato,3,0.0,0.6458721703882325
