candidate,split,amount,mean_gr,p95_gr,p99_gr,max_gr,frac_gt10,gr_ripple,cross_source_mean_gr_std
desired_gr_scale_target100_5.4,selection,100.0,5.022762044788202,6.703657159162273,7.111097954809648,7.413536511355444,0.0,0.072362319345171,0.4251848777137114
anchor_threshold_target100_5.5,selection,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anchor_threshold_target100_5.5,selection,12.5,0.3192761435398096,0.822515299526744,1.055527222239132,1.225794651335382,0.0,0.00732632272237726,0.1214685790671603
anchor_threshold_target100_5.5,selection,25.0,0.7223314964082419,1.512972497056658,1.823194467650322,2.050558202145336,0.0,0.013310303382067387,0.19799927058154856
anchor_threshold_target100_5.5,selection,37.5,1.3214265959542453,2.4168786803654445,2.7983503348066057,3.0742447856115978,0.0,0.021886138265427513,0.2771105510841411
anchor_threshold_target100_5.5,selection,50.0,2.116462259873722,3.491139555016155,3.897149988534271,4.1988843248121,0.0,0.03313942121519717,0.35079045701712475
anchor_threshold_target100_5.5,selection,62.5,2.8337501726906167,4.352804035935444,4.7601892615704955,5.062688498031621,0.0,0.04318688256501842,0.39045168542745406
anchor_threshold_target100_5.5,selection,75.0,3.6127022129915556,5.216616901564358,5.624040651173405,5.92651325369796,0.0,0.054055048978732215,0.4124254744886355
anchor_threshold_target100_5.5,selection,87.5,4.3604472773632175,6.01245855526102,6.419893323141961,6.722341625942416,0.0,0.06413001461222317,0.42175869668775456
anchor_threshold_target100_5.5,selection,100.0,5.123793170308833,6.808300291335076,7.215740378982426,7.5181772657576165,0.0,0.07352955399755452,0.425500547035334
desired_gr_scale_target100_5.5,selection,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
desired_gr_scale_target100_5.5,selection,12.5,0.6404741462886041,0.8510375364168845,0.9019675473728033,0.9397721582197021,0.0,0.009191194249694315,0.05318756837941675
desired_gr_scale_target100_5.5,selection,25.0,1.2809482925772082,1.702075072833769,1.8039350947456065,1.8795443164394041,0.0,0.01838238849938863,0.1063751367588335
desired_gr_scale_target100_5.5,selection,37.5,1.9214224388658119,2.5531126092506584,2.705902642118411,2.8193164746591073,0.0,0.027573582749082646,0.15956270513825024
desired_gr_scale_target100_5.5,selection,50.0,2.5618965851544164,3.404150145667538,3.607870189491213,3.7590886328788082,0.0,0.03676477699877726,0.212750273517667
desired_gr_scale_target100_5.5,selection,62.5,3.202370731443021,4.255187682084422,4.509837736864016,4.698860791098509,0.0,0.045955971248471304,0.2659378418970842
desired_gr_scale_target100_5.5,selection,75.0,3.8428448777316238,5.106225218501317,5.411805284236822,5.638632949318215,0.0,0.05514716549816529,0.3191254102765005
desired_gr_scale_target100_5.5,selection,87.5,4.483319024020228,5.957262754918187,6.313772831609623,6.578405107537924,0.0,0.06433835974786001,0.37231297865591695
desired_gr_scale_target100_5.5,selection,100.0,5.123793170308833,6.808300291335076,7.215740378982426,7.5181772657576165,0.0,0.07352955399755452,0.425500547035334
