seed,model,top1,top3,top5,top5_given_generator_hit,strong_top5_given_generator_hit,mrr,generator_ceiling,external_clean_fpr,oracle_conditional_top5,gap_closure,source_overlap_count
20261003,static,0.03125,0.125,0.25,0.26666666666666666,0.36363636363636365,0.17148762051287206,0.9375,0.175,1.0,0.0,0
20261003,patch_linear,0.03125,0.125,0.21875,0.23333333333333334,0.18181818181818182,0.15958362954662297,0.9375,0.125,1.0,-0.04545454545454544,0
20261003,combined_linear,0.0,0.125,0.25,0.26666666666666666,0.18181818181818182,0.14090752997002995,0.9375,0.175,1.0,0.0,0
20261003,tiny_mlp,0.03125,0.125,0.25,0.26666666666666666,0.0,0.1585562522917399,0.9375,0.075,1.0,0.0,0
20261013,static,0.09375,0.21875,0.34375,0.4074074074074074,0.2857142857142857,0.22565239721900907,0.84375,0.25,0.9259259259259259,0.0,0
20261013,patch_linear,0.03125,0.0625,0.1875,0.2222222222222222,0.2857142857142857,0.13098120852208506,0.84375,0.0,0.9259259259259259,-0.35714285714285704,0
20261013,combined_linear,0.09375,0.15625,0.25,0.2962962962962963,0.35714285714285715,0.18875572432920537,0.84375,0.0,0.9259259259259259,-0.21428571428571425,0
20261013,tiny_mlp,0.0625,0.125,0.28125,0.3333333333333333,0.2857142857142857,0.1655632255816079,0.84375,0.025,0.9259259259259259,-0.14285714285714282,0
