threshold,sample_rate,case,max_probability,active_occupancy_pct,event_count,max_active_duration_ms,first_onset_latency_ms,detected
0.7,44100,plosive_strong,0.7647961629196346,1.854371378180902,2,12.879818594104309,6.031746031746,True
0.7,44100,plosive_repeated,0.757880502500731,2.3179642227261277,3,10.52154195011338,6.394557823129254,True
0.7,44100,low_vowel,0.27846501341037083,0.0,0,0.0,,False
0.7,44100,proximity,0.36978842497417325,0.0,0,0.0,,False
0.7,44100,fry,0.5083427067654592,0.0,0,0.0,,False
0.7,44100,growl,0.5274516280183887,0.0,0,0.0,,False
0.7,44100,long_lf_note,0.6232561476725611,0.0,0,0.0,,False
0.7,44100,male_low,0.22376320119233925,0.0,0,0.0,,False
0.7,44100,female_bright,0.039608699573366796,0.0,0,0.0,,False
0.7,44100,breath,0.039608699573366796,0.0,0,0.0,,False
0.7,44100,word_onset,0.07112236867911413,0.0,0,0.0,,False
0.7,48000,plosive_soft,0.732040480340154,0.9444444444444444,1,8.5,15.645833333333304,True
0.7,48000,plosive_nominal,0.7581603911988949,1.5,2,10.5,6.4791666666666465,True
0.7,48000,plosive_strong,0.7646829094492258,1.8333333333333333,2,12.833333333333334,6.145833333333295,True
0.7,48000,plosive_repeated,0.7581603911988949,2.314814814814815,3,10.5,6.4791666666666465,True
0.7,48000,low_vowel,0.2783043837095996,0.0,0,0.0,,False
0.7,48000,proximity,0.3695603051971721,0.0,0,0.0,,False
0.7,48000,fry,0.5057233574754642,0.0,0,0.0,,False
0.7,48000,growl,0.5273149568349271,0.0,0,0.0,,False
0.7,48000,long_lf_note,0.6231658348075202,0.0,0,0.0,,False
0.7,48000,male_low,0.2241582431063147,0.0,0,0.0,,False
0.7,48000,female_bright,0.03978636500892863,0.0,0,0.0,,False
0.7,48000,breath,0.03978636500892863,0.0,0,0.0,,False
0.7,48000,word_onset,0.07119098650985345,0.0,0,0.0,,False
0.7,96000,plosive_soft,0.7321272321568321,0.9351851851851852,1,8.416666666666666,15.656249999999982,True
0.7,96000,plosive_nominal,0.7580720302406778,1.5,2,10.5,6.406250000000002,True
0.7,96000,plosive_strong,0.764732424796676,1.8425925925925926,2,12.833333333333334,6.07291666666665,True
0.7,96000,plosive_repeated,0.7580720302406778,2.314814814814815,3,10.5,6.406250000000002,True
0.7,96000,low_vowel,0.2780704654189508,0.0,0,0.0,,False
0.7,96000,proximity,0.3692257394935337,0.0,0,0.0,,False
0.7,96000,fry,0.5072190074916373,0.0,0,0.0,,False
0.7,96000,growl,0.5277733047471262,0.0,0,0.0,,False
0.7,96000,long_lf_note,0.6232456161570474,0.0,0,0.0,,False
0.7,96000,male_low,0.22394214451205138,0.0,0,0.0,,False
0.7,96000,female_bright,0.039644978889075574,0.0,0,0.0,,False
0.7,96000,breath,0.039644978889075574,0.0,0,0.0,,False
0.7,96000,word_onset,0.07104520209086994,0.0,0,0.0,,False
