seed,model,top1,top3,top5,top5_given_generator_hit,strong_top5,strong_top5_given_generator_hit,mrr,generator_ceiling,external_clean_fpr,oracle_conditional_top5,gap_closure
20261003,static,0.03125,0.125,0.25,0.26666666666666666,0.3333333333333333,0.36363636363636365,0.17148762051287206,0.9375,0.175,1.0,0.0
20261003,transfer,0.03125,0.1875,0.3125,0.3333333333333333,0.16666666666666666,0.18181818181818182,0.18720667353479853,0.9375,0.3,1.0,0.09090909090909088
20261013,static,0.09375,0.21875,0.34375,0.4074074074074074,0.2857142857142857,0.2857142857142857,0.22565239721900907,0.84375,0.25,0.9259259259259259,0.0
20261013,transfer,0.0625,0.28125,0.40625,0.48148148148148145,0.42857142857142855,0.42857142857142855,0.21418419391281232,0.84375,0.15,0.9259259259259259,0.14285714285714282
