seed,model,top1,top3,top5,top5_given_generator_hit,strong_top5_given_generator_hit,mrr,generator_ceiling,external_clean_fpr,oracle_conditional_top5,gap_closure
20261003,static,0.03125,0.125,0.25,0.26666666666666666,0.36363636363636365,0.17148762051287206,0.9375,0.175,1.0,0.0
20261003,combined_clean_prior,0.03125,0.15625,0.25,0.26666666666666666,0.36363636363636365,0.17700546934897748,0.9375,0.225,1.0,0.0
20261003,prior_only,0.0625,0.1875,0.34375,0.36666666666666664,0.36363636363636365,0.19404008591919775,0.9375,0.5,1.0,0.0
20261013,static,0.09375,0.21875,0.34375,0.4074074074074074,0.2857142857142857,0.22565239721900907,0.84375,0.25,0.9259259259259259,0.0
20261013,combined_clean_prior,0.09375,0.34375,0.375,0.4444444444444444,0.42857142857142855,0.2548011271816419,0.84375,0.325,0.9259259259259259,0.07142857142857141
20261013,prior_only,0.0,0.15625,0.28125,0.3333333333333333,0.42857142857142855,0.13553403416866072,0.84375,0.5,0.9259259259259259,0.0
