seed,model,top1,top3,top5,top5_given_generator_hit,strong_top5_given_generator_hit,mrr,generator_ceiling,external_clean_fpr,oracle_conditional_top5,gap_closure
20261003,static,0.03125,0.125,0.25,0.26666666666666666,0.36363636363636365,0.17148762051287206,0.9375,0.175,1.0,0.0
20261003,self_counterfactual,0.03125,0.125,0.25,0.26666666666666666,0.2727272727272727,0.1718504279625603,0.9375,0.3,1.0,0.0
20261003,simple_inpaint,0.125,0.15625,0.21875,0.23333333333333334,0.18181818181818182,0.21402159099285648,0.9375,0.2,1.0,0.0
20261013,static,0.09375,0.21875,0.34375,0.4074074074074074,0.2857142857142857,0.22565239721900907,0.84375,0.25,0.9259259259259259,0.0
20261013,self_counterfactual,0.09375,0.125,0.3125,0.37037037037037035,0.2857142857142857,0.20054408351259162,0.84375,0.375,0.9259259259259259,-0.07142857142857141
20261013,simple_inpaint,0.09375,0.21875,0.3125,0.37037037037037035,0.35714285714285715,0.20840117296918764,0.84375,0.2,0.9259259259259259,0.0
